id,neighborhood,property_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,rating,superhost,response_time,minimum_nights,maximum_nights,latitude,longitude
33717657,West End,Apartment,3,1.0,1,999,0,65,100.0,0,within an hour,1,365,38.90127,-77.05215
33718308,Dupont Circle,Apartment,4,1.5,2,162,0,100,95.0,1,within an hour,1,1125,38.91206,-77.04166
33718594,Brookland,House,4,1.0,1,80,0,75,89.0,0,within an hour,1,90,38.92804,-76.97365
33720891,Edgewood,Guest suite,10,2.0,4,280,0,35,86.0,0,a few days or more,1,30,38.91837,-76.99965
33721595,Capitol Hill,Townhouse,8,2.5,3,450,200,175,100.0,1,within an hour,2,90,38.88475,-77.00346
33722610,Columbia Heights,Apartment,2,1.0,1,100,0,0,,0,,1,24,38.93475,-77.03656
33743394,Capitol View,Townhouse,4,1.5,3,300,0,0,,0,a few days or more,2,5,38.88526,-76.92298000000002
33750398,Columbia Heights,Apartment,4,1.0,1,149,0,80,99.0,1,within an hour,1,365,38.93258,-77.0352
33766197,Brightwood Park,Apartment,3,1.0,0,90,0,40,98.0,1,within an hour,2,45,38.93921,-77.02286
33768875,Eastland Gardens,House,9,2.5,4,160,0,50,98.0,1,within an hour,2,1125,38.91021,-76.94131
33769003,Dupont Circle,Apartment,2,1.0,1,162,0,219,20.0,0,within an hour,30,1125,38.90644,-77.03565
33769652,Brookland,Apartment,2,1.0,1,90,0,25,96.0,1,within an hour,2,1125,38.92744,-76.98746
33777876,Brookland,Apartment,4,1.0,2,150,0,25,97.0,1,within an hour,2,1125,38.92627,-76.98699
33792097,Dupont Circle,Apartment,2,1.0,0,137,0,180,,0,within an hour,30,1125,38.90644,-77.03565
33796303,Columbia Heights,Townhouse,3,1.5,1,299,1000,125,,1,within an hour,3,1125,38.9303,-77.03851
33799003,Edgewood,Townhouse,6,2.5,2,125,200,200,,0,within a few hours,4,10,38.91674,-77.00536
33802424,Columbia Heights,House,4,1.0,1,90,100,50,99.0,1,within an hour,2,1125,38.93287,-77.03375
33803746,Shaw,Guest suite,4,1.0,2,140,500,100,92.0,0,within an hour,1,1125,38.90862,-77.02707
33804405,Shaw,Serviced apartment,2,1.0,0,127,500,300,100.0,1,within an hour,30,1125,38.90615,-77.0251
33824050,Capitol Hill,Townhouse,7,1.5,2,225,0,125,97.0,1,,2,30,38.88107,-76.99361
33827412,Union Station,Townhouse,7,3.0,3,300,350,220,98.0,1,within an hour,3,60,38.89679,-77.00267
33829219,Union Station,Townhouse,7,3.0,3,300,375,220,99.0,1,within an hour,3,1125,38.8969,-77.00325
33830823,Georgetown,Apartment,5,1.0,1,199,0,49,97.0,1,within an hour,3,1125,38.90579,-77.06263
33833256,Near Southeast,Serviced apartment,2,1.0,1,117,500,300,,1,within an hour,30,1125,38.87404,-77.00820999999998
33833310,Near Southeast,Serviced apartment,2,1.0,1,129,500,300,,1,within an hour,30,1125,38.87426,-77.00824
33833314,Near Southeast,Serviced apartment,2,1.0,1,117,500,300,100.0,1,within an hour,30,1125,38.87444,-77.00846
33834923,Columbia Heights,Townhouse,1,1.0,1,50,0,20,94.0,0,within an hour,3,90,38.92452,-77.02984000000002
33836983,Union Station,House,4,2.0,1,75,250,75,80.0,0,within a day,2,1125,38.89973,-76.98999
33844957,Sheridan,House,7,2.5,2,140,100,65,100.0,0,within a day,3,6,38.86071,-76.98931
33845781,Sheridan,House,7,2.5,2,130,100,65,93.0,0,within a day,4,10,38.86109,-76.98937
33850755,Historic Anacostia,Apartment,4,1.0,1,85,0,85,92.0,0,within an hour,1,1125,38.86544,-76.9863
33854482,Shaw,Loft,4,1.0,0,139,300,59,99.0,1,within an hour,1,35,38.9082,-77.02796
33857127,Shaw,Apartment,4,1.0,0,135,0,80,98.0,1,within an hour,1,1125,38.91154,-77.01861
33857393,Kalorama Heights,Apartment,4,1.0,0,135,0,80,97.0,1,within an hour,1,1125,38.92394,-77.04245999999998
33879272,Columbia Heights,Apartment,2,1.0,1,99,0,20,100.0,0,,3,1125,38.92168,-77.03409
33881424,West End,Apartment,7,1.0,1,129,0,75,98.0,1,within an hour,1,800,38.90338,-77.04975
33882534,Columbia Heights,Guest suite,6,1.0,2,100,0,0,95.0,0,within an hour,1,1125,38.93173,-77.02901999999997
33891795,West End,Apartment,2,1.0,0,136,0,180,,0,within an hour,30,1125,38.89706,-77.04579
33901558,Cathedral Heights,House,4,2.5,2,90,0,75,,0,within an hour,3,1125,38.93776,-77.08449
33907708,Union Station,Apartment,2,1.0,1,100,0,45,96.0,1,within an hour,2,1125,38.89756,-76.98486
33909051,Georgetown,Guest suite,2,1.0,1,125,0,25,99.0,1,within an hour,2,7,38.90943,-77.06304
33911319,River Terrace,Townhouse,8,2.5,2,155,0,150,95.0,1,within an hour,2,1125,38.8901,-76.95228
33912659,Dupont Circle,Condominium,3,1.0,0,122,0,25,86.0,0,within an hour,2,1125,38.91496,-77.03488
33913302,Capitol Hill,Condominium,2,1.0,1,85,1000,40,100.0,1,,2,6,38.87918,-76.98255
33934030,Dupont Circle,Townhouse,6,2.5,2,400,1000,125,99.0,0,,2,14,38.913,-77.04297
33944338,Historic Anacostia,House,2,1.0,1,49,0,15,85.0,0,within a day,1,1125,38.86503,-76.98094
33972170,Capitol Hill,Townhouse,4,1.0,1,150,0,75,99.0,1,within an hour,3,1125,38.88404,-77.00774
33990610,Dupont Circle,Apartment,2,1.0,0,97,1000,0,97.0,1,within a few hours,2,1125,38.91198,-77.04519
33996319,Howard University,Apartment,6,1.0,2,189,250,75,97.0,1,within a day,3,1125,38.91945,-77.02858
33997067,Dupont Circle,Apartment,2,1.0,0,105,0,75,96.0,1,within an hour,1,1125,38.91238,-77.04111
33997170,Dupont Circle,Apartment,2,1.0,0,105,0,75,98.0,1,within an hour,1,1125,38.91342,-77.04195
34019174,Ivy City,Guest suite,4,1.0,1,90,0,70,99.0,1,within an hour,2,14,38.90612,-76.98277
34019943,Dupont Circle,Apartment,1,1.0,1,60,100,20,100.0,0,within an hour,1,4,38.90246,-77.0484
34022100,Kalorama Heights,Apartment,1,1.0,0,150,300,55,,0,within a day,1,1125,38.91402,-77.04666
34022143,Ivy City,Apartment,2,1.0,1,46,0,10,89.0,0,within an hour,1,30,38.90654,-76.98711999999998
34023379,Shaw,Apartment,7,2.0,3,399,0,115,100.0,0,within an hour,3,1125,38.90687,-77.03050999999998
34024310,Union Station,Townhouse,5,1.5,3,250,0,150,100.0,0,within an hour,2,1125,38.89615,-76.98617
34033161,Brookland,House,2,1.0,1,74,0,25,97.0,1,within an hour,2,1125,38.9354,-76.98093
34040638,Historic Anacostia,Townhouse,10,2.0,3,203,500,130,65.0,0,within an hour,2,30,38.8664,-76.9877
34054492,Brightwood Park,Apartment,1,2.0,1,39,0,0,100.0,0,within an hour,28,300,38.93852,-77.02319
34057785,Columbia Heights,Apartment,6,2.5,2,347,1000,250,100.0,1,within an hour,1,1125,38.92483,-77.03628
34077058,Union Station,Guest suite,1,1.0,1,44,0,0,91.0,0,,1,7,38.90226,-76.99046
34109814,Union Station,House,2,2.0,1,65,150,75,95.0,0,within a day,2,1125,38.89973,-76.98999
34123076,Edgewood,Apartment,3,1.0,0,90,150,30,95.0,0,within an hour,2,28,38.90708,-77.01123
34123240,Georgetown,House,6,3.5,3,171,700,200,96.0,0,within an hour,2,90,38.91049,-77.06739
34124396,Ivy City,Guest suite,5,1.0,2,106,0,50,98.0,1,within an hour,2,26,38.90742,-76.9864
34127376,Cathedral Heights,Apartment,1,1.0,1,68,250,110,85.0,0,within a few hours,1,30,38.92071,-77.0785
34137898,Brightwood Park,Townhouse,4,1.5,2,100,500,150,98.0,1,within an hour,1,1125,38.95101,-77.02362
34143738,Columbia Heights,Apartment,8,2.0,2,200,250,89,98.0,1,within an hour,2,30,38.93357,-77.02549
34144445,Union Station,Apartment,2,1.0,2,120,500,70,96.0,1,within a day,3,1125,38.89555,-76.99189
34156122,Brightwood Park,Apartment,1,2.0,1,39,0,0,100.0,0,within an hour,3,300,38.93793,-77.02334
34162474,Downtown,Apartment,2,1.0,1,156,0,220,,0,within an hour,30,1125,38.90339,-77.01795
34172494,Deanwood,Apartment,2,1.0,1,99,0,69,93.0,0,,2,1125,38.90514,-76.9382
34175841,Brightwood Park,Apartment,1,2.0,1,39,0,20,100.0,0,within an hour,4,365,38.93779,-77.02355
34176155,Edgewood,House,1,3.0,1,35,0,20,80.0,0,within an hour,3,365,38.92,-77.01476
34180366,Downtown,Serviced apartment,2,1.0,1,140,500,300,95.0,1,within an hour,30,1125,38.90419,-77.01692
34180446,Downtown,Serviced apartment,2,1.0,1,135,500,300,100.0,1,within an hour,30,1125,38.90462,-77.01661
34180800,Southwest Employment Area,Apartment,5,2.0,2,299,0,115,95.0,0,within an hour,2,1125,38.8772,-77.01531999999997
34183228,Southwest Employment Area,Apartment,5,2.0,2,299,0,115,100.0,0,within an hour,2,1125,38.87531,-77.01529000000002
34183951,Edgewood,Guest suite,4,1.0,1,85,0,50,96.0,1,within an hour,2,1125,38.91826,-77.01441
34198928,Howard University,Apartment,6,1.0,2,139,300,125,95.0,1,within an hour,3,89,38.92136,-77.01335999999998
34201153,Shaw,Serviced apartment,2,1.0,0,125,500,300,100.0,1,within an hour,30,1125,38.90797,-77.02356
34211462,Edgewood,House,6,2.5,3,252,0,150,93.0,0,within an hour,1,1125,38.91321,-77.01089
34224114,Columbia Heights,Apartment,2,1.0,1,100,400,10,100.0,1,,1,1125,38.92319000000001,-77.03524
34227673,West End,Condominium,4,1.0,0,141,0,65,97.0,1,within an hour,1,370,38.90241,-77.05013000000002
34230621,Edgewood,Townhouse,1,1.0,1,42,0,26,97.0,1,within an hour,1,10,38.91958,-76.99963000000002
34231329,Edgewood,Townhouse,2,1.0,1,60,0,26,94.0,1,within an hour,1,10,38.91855,-76.99991999999997
34231684,Edgewood,Townhouse,3,1.0,1,71,0,26,96.0,1,within an hour,1,10,38.91811,-77.00104
34233695,Edgewood,Townhouse,2,1.0,1,55,0,26,96.0,1,within an hour,1,10,38.91856,-77.00169
34233913,Edgewood,Townhouse,2,1.0,1,55,0,26,96.0,1,within an hour,1,10,38.91783,-77.00027
34234454,Edgewood,Townhouse,11,3.0,5,290,0,150,100.0,1,within an hour,1,25,38.9194,-76.99991
34243546,Capitol Hill,Apartment,4,1.0,1,129,100,45,98.0,1,within an hour,2,1125,38.8874,-76.99173
34244419,Columbia Heights,Apartment,2,1.0,0,99,100,45,100.0,0,within an hour,3,1125,38.9273,-77.02317
34245387,Congress Heights,Condominium,4,1.0,1,125,0,160,99.0,0,within an hour,2,29,38.84229000000001,-77.00138000000003
34252824,Ivy City,Guest suite,2,1.0,0,60,0,0,87.0,0,within an hour,2,1125,38.90567,-76.98546
34276846,Cathedral Heights,Townhouse,4,3.0,4,225,0,0,,0,,360,720,38.91805,-77.07364
34280573,Capitol Hill,Apartment,4,1.0,1,120,0,40,99.0,1,within an hour,1,1125,38.89144,-76.99963000000002
34286302,Columbia Heights,Guest suite,4,1.5,1,1500,0,0,,0,,1,1125,38.93519000000001,-77.03298000000002
34296434,Edgewood,Condominium,2,1.5,1,80,0,90,87.0,0,within a few hours,20,1125,38.90936,-77.01035
34303124,Howard University,Condominium,4,2.5,2,150,900,120,93.0,1,within an hour,1,31,38.915,-77.02651999999998
34311072,Shaw,Apartment,3,1.0,1,150,0,85,100.0,1,within an hour,2,1125,38.91204000000001,-77.03101
34312170,Howard University,Serviced apartment,2,1.0,1,107,500,300,100.0,1,within an hour,30,1125,38.91919,-77.02696999999998
34312233,Howard University,Serviced apartment,2,1.0,1,116,500,300,100.0,1,within an hour,30,1125,38.91967,-77.02677
34312364,Howard University,Serviced apartment,2,1.0,1,107,500,300,100.0,1,within an hour,30,1125,38.92052,-77.02646
34312468,Howard University,Serviced apartment,2,1.0,1,116,500,300,100.0,1,within an hour,30,1125,38.91958,-77.02795
34316883,Capitol Hill,Apartment,3,1.0,1,180,150,65,100.0,1,within an hour,1,10,38.88789000000001,-77.00114
34317454,Dupont Circle,Apartment,2,1.0,1,99,250,50,98.0,0,within a day,3,14,38.90976,-77.03725
34328776,Howard University,Townhouse,12,3.5,4,325,500,200,97.0,1,within an hour,3,1125,38.9149,-77.02501
34332428,Columbia Heights,House,10,2.5,3,240,0,99,97.0,1,,2,1125,38.93526,-77.03564
34333734,Ivy City,Condominium,2,1.0,2,100,0,0,,0,,2,7,38.90981,-76.98682
34352182,Friendship Heights,House,1,1.0,1,50,124,14,100.0,1,within an hour,1,24,38.94908,-77.07575
34358109,North Michigan Park,Apartment,2,1.0,1,60,0,20,100.0,1,,1,1125,38.93849,-76.99431
34358623,Dupont Circle,Apartment,2,1.0,1,151,0,220,,0,within an hour,30,1125,38.9117,-77.03698
34365250,Columbia Heights,Apartment,6,1.0,2,304,400,119,97.0,1,within an hour,2,1125,38.93137,-77.0231
34365352,Columbia Heights,Apartment,6,2.0,2,281,400,119,93.0,1,within an hour,2,1125,38.93027,-77.02263
34365421,Columbia Heights,Apartment,4,1.0,1,221,400,96,95.0,1,within an hour,2,1125,38.93217,-77.02301
34365503,Shaw,Serviced apartment,2,1.0,1,157,500,300,90.0,1,within an hour,30,1125,38.9065,-77.02535
34365671,Columbia Heights,Apartment,4,1.0,1,212,400,96,100.0,1,within an hour,2,1125,38.93001,-77.02379
34366849,Columbia Heights,Apartment,6,2.0,2,282,400,119,97.0,1,within an hour,2,1125,38.93067,-77.02224
34367108,Columbia Heights,Apartment,6,1.0,2,291,400,119,95.0,1,within an hour,2,1125,38.93009,-77.02422
34367349,Columbia Heights,Apartment,8,2.0,3,429,400,137,96.0,1,within an hour,2,1125,38.93198,-77.02285
34367440,Columbia Heights,Apartment,8,2.0,3,425,400,137,97.0,1,within an hour,2,1125,38.93014,-77.02445999999998
34368779,Dupont Circle,Apartment,12,2.0,2,379,0,225,90.0,0,within an hour,3,1125,38.90774,-77.0426
34369107,Ivy City,House,5,1.0,2,143,100,20,97.0,1,within a few hours,2,30,38.90398,-76.99076
34371286,Brightwood Park,Apartment,1,2.0,1,39,0,15,100.0,0,within an hour,4,365,38.93853,-77.02355
34387180,Columbia Heights,Apartment,6,1.0,2,282,400,119,95.0,1,within an hour,2,1125,38.93157,-77.02379
34389853,Howard University,Townhouse,4,1.0,1,99,0,20,93.0,0,within an hour,1,1125,38.91463,-77.01768
34418112,Shaw,Apartment,5,2.0,2,450,0,150,100.0,1,,1,73,38.91358,-77.03363
34421531,Union Station,Apartment,4,1.0,1,115,150,75,97.0,1,within an hour,1,25,38.8981,-76.9863
34421731,Capitol Hill,House,1,1.0,1,45,0,15,100.0,0,within a few hours,3,1125,38.881,-76.9975
34422566,West End,Apartment,4,1.0,0,129,0,65,97.0,1,within an hour,1,800,38.90305,-77.05199
34423026,Union Station,Townhouse,2,1.0,0,139,100,150,,0,within a day,2,1125,38.89236,-77.00107
34443609,Ivy City,Condominium,4,1.0,2,130,0,100,96.0,1,within an hour,1,30,38.90756,-76.98539
34445560,Kalorama Heights,Apartment,2,1.0,0,75,150,54,100.0,1,within an hour,6,1125,38.92502,-77.04172
34446133,Edgewood,Townhouse,12,3.5,5,500,500,275,99.0,1,within an hour,2,180,38.91998,-77.0126
34447765,Edgewood,Apartment,6,1.0,2,1500,350,105,93.0,1,within an hour,2,200,38.92071,-77.01129
34449825,Georgetown,Apartment,4,1.0,0,125,300,90,100.0,1,within an hour,2,1125,38.90551,-77.06011
34450466,Capitol Hill,Apartment,6,2.0,2,199,0,75,86.0,0,within an hour,1,1125,38.88294000000001,-76.9915
34460191,West End,Apartment,2,1.0,0,141,0,180,,0,within an hour,30,1125,38.89706,-77.04579
34460660,Capitol View,House,2,1.0,1,75,100,20,100.0,1,within an hour,2,40,38.87633,-76.93873
34465162,Shaw,Apartment,2,1.0,0,100,0,75,93.0,0,,2,1125,38.90761,-77.02773
34465846,Ivy City,House,3,1.5,2,125,0,40,94.0,0,a few days or more,2,14,38.90722,-76.98686
34466500,Kalorama Heights,Condominium,2,1.0,0,125,300,150,100.0,1,within an hour,7,1125,38.92196,-77.04464
34471906,West End,Apartment,9,1.0,2,325,0,150,89.0,0,within an hour,3,1125,38.90411,-77.05421
34473469,Shaw,Apartment,5,1.0,2,180,100,100,100.0,1,within an hour,2,1125,38.91296,-77.02376
34474168,Capitol Hill,House,8,2.5,3,600,0,222,100.0,0,within an hour,3,1125,38.88927,-76.9909
34479384,Howard University,Apartment,6,2.0,3,225,250,100,99.0,1,within an hour,2,1125,38.91541,-77.02298
34480348,Capitol Hill,Apartment,2,1.0,0,100,100,40,98.0,1,within an hour,2,60,38.8826,-77.00038
34480684,Ivy City,House,4,1.0,1,90,0,80,100.0,0,within an hour,2,30,38.90445,-76.97686
34481904,Kalorama Heights,Condominium,4,2.5,2,368,0,200,100.0,0,within an hour,2,365,38.91985,-77.04266
34482054,Kalorama Heights,Condominium,2,1.0,1,130,0,100,84.0,0,within an hour,2,1125,38.91985,-77.04266
34482179,Kalorama Heights,Condominium,4,2.0,2,239,0,150,93.0,0,within an hour,2,1125,38.91985,-77.04266
34482271,Kalorama Heights,Condominium,2,1.0,1,125,0,100,93.0,0,within an hour,2,365,38.91985,-77.04266
34482326,Kalorama Heights,Condominium,2,2.0,1,179,0,120,,0,within an hour,2,1125,38.91985,-77.04266
34501806,Capitol View,House,2,1.0,1,50,100,20,98.0,1,within an hour,2,40,38.8767,-76.93916999999998
34502445,Capitol View,House,4,1.0,2,20,100,30,96.0,1,within an hour,2,50,38.87565,-76.93865
34505335,Dupont Circle,Condominium,4,1.0,1,199,500,75,97.0,1,within an hour,1,27,38.90748,-77.03519
34508681,Shaw,Condominium,4,1.0,1,199,500,50,97.0,1,within an hour,1,27,38.90864000000001,-77.03013
34510493,Downtown,Condominium,4,2.0,2,350,0,150,100.0,1,within a day,30,1125,38.90239,-77.02866999999998
34511596,Twining,Apartment,3,1.0,1,65,0,15,86.0,1,within an hour,1,1125,38.86962,-76.98397
34513377,Brookland,Apartment,1,1.0,1,85,0,0,,0,,18,1125,38.92859,-76.9726
34531271,Lamont Riggs,House,6,2.5,2,250,200,125,100.0,0,within an hour,2,29,38.95506,-76.99247
34532076,Friendship Heights,Apartment,4,1.0,0,105,0,0,,0,within a day,1,1125,38.95555,-77.08157
34536569,Capitol Hill,Condominium,2,1.0,1,56,1500,300,,0,within an hour,90,360,38.88087,-76.98340999999998
34536661,Capitol Hill,Condominium,2,1.0,1,60,1500,300,,0,within an hour,60,360,38.88109,-76.98472
34537497,Edgewood,House,8,1.5,3,217,100,90,91.0,1,within an hour,1,90,38.91737,-77.0057
34537834,Capitol Hill,Condominium,8,1.0,3,200,2500,300,,0,within an hour,90,360,38.88049,-76.98228
34543700,Historic Anacostia,House,14,3.5,4,290,200,140,100.0,1,within an hour,2,29,38.86161,-76.97945
34543978,Capitol Hill,Condominium,8,1.0,3,165,3000,300,,0,within an hour,150,360,38.88246,-76.99104
34544864,Capitol Hill,Condominium,2,1.0,1,46,1500,300,,0,within an hour,180,360,38.88032000000001,-76.98434
34545736,Capitol Hill,Condominium,2,1.0,1,54,1500,300,,0,within an hour,120,360,38.88064,-76.98321999999997
34545921,Capitol Hill,Condominium,8,1.0,3,150,3000,300,,0,within an hour,30,360,38.8809,-76.98411
34546190,Capitol Hill,Condominium,8,1.0,3,175,3000,300,,0,within an hour,120,360,38.88283,-76.99127
34568541,Capitol Hill,Condominium,2,1.0,1,100,1500,300,60.0,0,within an hour,15,360,38.88061,-76.98447
34568695,Capitol View,Apartment,2,1.0,0,90,0,50,100.0,0,within an hour,2,1125,38.88695,-76.92219
34572441,Edgewood,Apartment,6,1.0,2,337,0,104,,0,within an hour,2,1125,38.92139,-77.01088
34573121,Capitol Hill,Condominium,2,1.0,1,33,1500,200,,0,within an hour,90,360,38.87863,-76.98484
34590510,Eastland Gardens,House,14,2.5,4,435,0,130,93.0,0,within an hour,2,1125,38.91187,-76.94071
34594785,Columbia Heights,Townhouse,4,2.0,2,145,500,80,93.0,0,within an hour,2,10,38.92562,-77.02643
34602332,Howard University,Serviced apartment,2,1.0,1,125,500,300,100.0,1,within an hour,30,1125,38.91892,-77.03457
34603252,Union Station,Townhouse,2,1.0,1,57,0,50,94.0,1,within an hour,2,10,38.90004,-76.99189
34603310,Congress Heights,Townhouse,2,1.5,1,100,0,15,98.0,1,within a day,1,60,38.83917,-76.9917
34603767,Edgewood,Townhouse,16,4.5,7,1500,650,375,100.0,1,within an hour,2,365,38.92104000000001,-77.01239
34605067,Capitol Hill,Guesthouse,4,1.0,1,120,200,200,,0,,29,45,38.88959000000001,-76.99871
34616339,Ivy City,Condominium,2,1.0,1,375,200,100,100.0,0,,2,14,38.90113,-76.9863
34616937,Brightwood Park,Townhouse,4,1.0,1,78,0,40,98.0,1,,2,1125,38.95587,-77.02107
34617285,Howard University,House,6,1.5,3,190,0,75,100.0,0,within an hour,3,29,38.9155,-77.03166999999998
34621424,Cleveland Park,Apartment,3,1.0,0,69,0,20,100.0,1,,2,1125,38.93251,-77.07162
34621475,Brightwood Park,Apartment,1,2.0,1,39,0,20,100.0,0,within an hour,4,365,38.93701,-77.02358000000002
34624488,Union Station,Serviced apartment,2,1.5,1,113,500,325,100.0,1,within an hour,30,1125,38.90021,-76.9901
34624511,Union Station,Serviced apartment,2,1.5,1,112,500,325,100.0,1,within an hour,30,1125,38.90104,-76.9918
34624516,Union Station,Serviced apartment,2,1.5,1,123,500,325,100.0,1,within an hour,30,1125,38.90024,-76.9917
34624526,Union Station,Serviced apartment,2,1.5,1,121,500,325,,1,within an hour,30,1125,38.90091,-76.99209
34624535,Union Station,Serviced apartment,4,2.0,2,155,500,410,,1,within an hour,30,1125,38.90042,-76.99158
34624538,Union Station,Serviced apartment,4,2.0,2,155,500,410,100.0,1,within an hour,30,1125,38.89941,-76.99044
34627173,Historic Anacostia,House,14,3.5,4,299,200,140,97.0,1,within an hour,2,29,38.86257,-76.98
34639074,Kalorama Heights,Apartment,4,1.0,1,92,0,0,100.0,0,,2,1125,38.92474,-77.04323000000002
34644786,Shaw,House,7,2.5,2,450,500,250,99.0,1,within an hour,3,89,38.90969000000001,-77.03191
34645016,Capitol Hill,Condominium,2,1.0,1,50,1500,200,,0,within an hour,60,360,38.88095,-76.98469
34645797,Capitol Hill,Condominium,2,1.0,1,70,1500,300,,0,within an hour,30,360,38.8811,-76.98286
34646161,Capitol Hill,Condominium,2,1.0,1,50,0,200,,0,within an hour,30,360,38.88075,-76.98283
34648254,Columbia Heights,Apartment,3,1.0,1,1000,0,0,,1,,4,1125,38.92134,-77.03265
34653542,Ivy City,Apartment,5,1.0,2,125,0,85,95.0,0,within a few hours,2,14,38.90937,-76.98799
34653671,Ivy City,Apartment,4,1.0,2,140,100,85,93.0,0,within a few hours,2,1125,38.90956,-76.98733
34665045,Union Station,Apartment,4,1.0,1,105,100,50,95.0,0,within an hour,1,1125,38.89304,-76.98068
34676985,Shaw,Apartment,4,1.0,1,175,0,75,100.0,1,within an hour,1,1125,38.91042,-77.03151
34678456,North Michigan Park,Apartment,3,1.0,1,70,150,30,,0,within a day,3,365,38.9496,-76.99004000000002
34701759,Douglas,House,2,1.0,1,349,0,0,,0,,1,1125,38.84998,-76.97796
34707978,Capitol Hill,Condominium,8,1.0,3,200,3000,300,,0,within an hour,90,360,38.88391,-76.98926
34712021,Capitol View,Guest suite,2,1.5,1,45,0,10,95.0,1,within an hour,1,1125,38.88574000000001,-76.92778
34717834,Dupont Circle,Apartment,5,2.0,2,240,0,125,98.0,1,within an hour,2,30,38.9153,-77.03663
34719656,Kalorama Heights,Apartment,4,1.0,0,135,0,80,99.0,1,within an hour,1,1125,38.9243,-77.04253
34737822,Union Station,House,6,2.0,3,399,0,125,99.0,1,within an hour,2,30,38.90265,-77.00262
34741693,Ivy City,Condominium,4,1.5,1,67,100,50,87.0,0,within a day,1,14,38.90767,-76.98470999999998
34748179,Capitol Hill,House,8,1.5,2,249,500,175,99.0,1,within an hour,3,89,38.89166,-76.98974
34752596,Union Station,Townhouse,5,1.0,2,115,0,100,100.0,1,within an hour,6,30,38.90153,-76.99233000000002
34759979,Dupont Circle,House,1,1.0,1,90,0,20,,0,,1,4,38.91522,-77.03495
34776723,Union Station,Condominium,5,1.0,2,165,200,125,98.0,0,within an hour,1,1125,38.89546,-76.98813
34777844,Ivy City,Townhouse,8,3.5,3,241,100,60,100.0,0,within an hour,2,1125,38.90122,-76.98555999999998
34788642,Columbia Heights,Apartment,1,1.0,1,60,0,0,,0,,4,5,38.92941,-77.03376999999998
34789242,Twining,House,1,1.5,1,69,0,0,,0,,1,28,38.86614,-76.94412
34790455,Twining,House,1,1.5,1,69,0,0,60.0,0,,1,28,38.86743,-76.94436999999998
34810126,Capitol Hill,Condominium,8,1.0,3,250,3000,300,,0,within an hour,60,360,38.88257,-76.99105
34812040,River Terrace,Townhouse,2,1.0,1,65,150,30,100.0,0,,2,1125,38.89397,-76.95759
34816527,Brookland,House,2,1.0,0,450,150,30,,0,,1,1125,38.92863,-76.97547
34855314,Downtown,Apartment,8,2.0,2,200,0,80,92.0,0,within an hour,1,1125,38.90146,-77.01191999999998
34859597,Capitol Hill,House,2,1.0,1,53,250,15,20.0,0,within a few hours,90,1125,38.881,-76.9975
34865671,Columbia Heights,Apartment,2,1.5,1,95,0,0,92.0,0,within a few hours,5,1125,38.93242,-77.04287
34867728,Edgewood,Apartment,2,1.0,1,99,0,40,95.0,0,,2,1125,38.92305,-77.00836
34868238,Edgewood,House,1,1.0,1,75,0,39,100.0,1,within an hour,1,60,38.91877,-77.00281
34869080,Union Station,House,2,1.5,1,60,0,50,96.0,1,,2,3,38.89752,-76.99935
34884102,Edgewood,Condominium,4,1.0,1,140,0,40,99.0,1,within an hour,2,1125,38.91042,-77.00449
34888096,Edgewood,House,6,3.0,3,239,500,520,,1,within an hour,30,1125,38.90873,-77.01416
34890145,Dupont Circle,Apartment,2,1.0,1,172,0,220,100.0,0,within an hour,30,1125,38.9117,-77.03698
34895725,West End,Apartment,3,1.0,1,79,100,30,93.0,0,within a day,1,31,38.90312,-77.05179
34905346,Deanwood,Condominium,3,1.0,1,85,0,60,91.0,0,within an hour,2,30,38.90273,-76.92209
34907238,Georgetown,Condominium,1,1.0,1,60,0,10,98.0,1,within an hour,1,1000,38.91255,-77.06744
34910014,Twining,Apartment,2,1.0,2,120,0,20,98.0,1,within an hour,2,1125,38.87174,-76.98089
34912567,Dupont Circle,Apartment,3,1.0,0,180,0,0,100.0,0,,2,5,38.90637,-77.04621999999998
34912899,Ivy City,Guest suite,3,1.0,1,93,100,85,80.0,0,within a day,5,1125,38.90746,-76.98754
34913078,Union Station,Condominium,9,2.0,3,200,200,150,94.0,0,within an hour,1,1125,38.8961,-76.98742
34922571,Edgewood,Apartment,3,1.0,1,85,0,20,100.0,1,within an hour,2,3,38.92695,-76.99543
34945366,Capitol Hill,Condominium,4,1.0,1,33,1500,200,,0,within an hour,90,360,38.88117,-76.98265
34946548,Colonial Village,House,10,4.5,5,435,500,200,100.0,1,within an hour,3,1125,38.98745,-77.04099000000002
34969216,Shaw,Serviced apartment,2,1.5,1,139,500,325,100.0,1,within an hour,30,1125,38.90995,-77.02605
34998491,Capitol Hill,Guest suite,2,1.0,1,76,0,0,95.0,1,,2,1125,38.88486,-76.98292
35001665,West End,Apartment,5,1.0,1,79,100,30,68.0,0,within a day,1,31,38.90401,-77.05251
35036658,Columbia Heights,House,3,1.5,1,270,250,70,100.0,0,within an hour,2,10,38.9305,-77.0397
35036919,Columbia Heights,House,3,1.5,1,270,250,70,100.0,0,within an hour,2,10,38.93165,-77.03839
35036923,Columbia Heights,House,3,1.5,1,270,250,70,,0,within an hour,2,10,38.93167,-77.04012
