neighborhood,property_type,accommodates,bathrooms,bedrooms,price,cleaning_fee,rating,superhost,response_time,latitude,longitude
Union Station,Apartment,4,1.0,1,105,55,96.0,No,within a day,38.89852,-77.00275
Edgewood,Townhouse,10,3.0,4,495,200,96.0,No,within an hour,38.91034000000001,-77.01581999999998
Shaw,Townhouse,12,3.0,4,495,220,98.0,No,within an hour,38.91032,-77.01716
Edgewood,House,2,1.5,1,59,25,90.0,No,,38.91666,-77.00966
Edgewood,Apartment,6,2.0,2,349,45,98.0,No,within an hour,38.92058,-77.01312
Capitol Hill,House,4,1.0,0,189,80,100.0,No,within an hour,38.89188,-76.99467
Capitol Hill,Apartment,4,1.0,1,80,0,100.0,No,,38.88962,-76.99523
Brightwood Park,House,12,3.0,5,350,200,95.0,Yes,within a few hours,38.95537,-77.02956
Union Station,Townhouse,4,1.5,2,165,50,100.0,No,,38.89683,-76.98640999999998
Union Station,Apartment,3,1.0,1,137,0,90.0,No,,38.90445,-77.00699
Union Station,House,6,1.0,2,144,120,94.0,Yes,within a few hours,38.90307,-77.00034000000002
Edgewood,House,1,1.0,1,40,10,86.0,No,within a few hours,38.91338,-77.00917
Shaw,Apartment,5,1.0,2,180,60,95.0,No,within an hour,38.90579,-77.01901
Brightwood Park,Apartment,4,1.0,1,77,50,100.0,No,,38.9398,-77.02673
Capitol Hill,Apartment,2,1.0,1,250,150,100.0,No,,38.88949,-76.99906999999997
Capitol Hill,Apartment,4,1.0,1,99,75,98.0,No,within an hour,38.88711,-76.9798
Shaw,House,8,2.5,3,339,135,98.0,Yes,within an hour,38.90937,-77.02599000000002
Union Station,House,4,1.0,1,135,70,100.0,No,within a day,38.90246,-77.00294
Edgewood,Apartment,1,1.0,1,100,150,96.0,No,,38.92111,-77.00152
Shaw,Townhouse,5,2.5,3,225,0,100.0,No,,38.91146,-77.01875
Dupont Circle,Apartment,4,2.0,2,225,75,100.0,Yes,within an hour,38.91377,-77.03783
Capitol Hill,Apartment,4,1.0,2,165,100,96.0,Yes,within a few hours,38.88624,-77.00033
Brightwood Park,Townhouse,2,1.0,1,55,0,96.0,No,,38.95304,-77.02223000000002
Shaw,Apartment,2,1.0,1,71,60,94.0,No,within an hour,38.91131,-77.02113
Columbia Heights,Apartment,2,1.0,0,70,20,96.0,No,within a day,38.93624000000001,-77.03314
Capitol Hill,Townhouse,5,1.5,2,250,100,100.0,No,,38.88539,-76.98061
Edgewood,Apartment,6,1.0,2,118,69,96.0,Yes,within an hour,38.90833,-77.00692
Union Station,Apartment,4,2.0,2,420,65,,No,,38.89539,-77.00031
Edgewood,Apartment,2,1.0,1,99,15,97.0,No,,38.92166,-77.00797
Columbia Heights,Apartment,6,1.0,2,137,65,99.0,Yes,within an hour,38.93296,-77.03996
Dupont Circle,Apartment,2,1.0,1,44,0,93.0,No,,38.90948,-77.03913
Brightwood Park,Townhouse,2,1.5,1,80,40,100.0,Yes,within a few hours,38.93882,-77.01751999999998
Columbia Heights,Condominium,2,1.0,1,82,50,95.0,No,within an hour,38.93157,-77.02811
Edgewood,House,1,1.0,1,40,10,86.0,No,within a few hours,38.91343,-77.01033000000002
Edgewood,House,6,1.5,3,150,0,,No,,38.92612,-77.00748
Dupont Circle,Apartment,4,1.0,2,150,75,98.0,Yes,within an hour,38.91139,-77.03941
Kalorama Heights,Apartment,4,1.0,2,150,90,98.0,Yes,within an hour,38.9206,-77.04625
Capitol Hill,Townhouse,8,2.5,2,300,75,94.0,No,,38.87928,-76.98809
Capitol Hill,Apartment,4,1.5,1,180,60,98.0,Yes,within an hour,38.88948,-76.99145
Kalorama Heights,Apartment,5,1.0,0,130,45,96.0,Yes,within a few hours,38.9221,-77.04262
Union Station,Townhouse,2,1.5,1,60,15,97.0,No,,38.89642,-76.98615
Brightwood Park,Apartment,4,2.0,2,221,85,100.0,Yes,within an hour,38.93926,-77.01858
Union Station,Apartment,5,1.0,2,184,75,97.0,No,,38.90487,-77.00695999999998
Capitol Hill,House,8,2.5,2,250,150,,No,,38.88189000000001,-76.98704000000002
Brightwood Park,Apartment,3,1.0,0,95,65,93.0,No,,38.9402,-77.0169
Capitol Hill,Townhouse,2,1.5,1,90,0,95.0,No,a few days or more,38.8811,-76.98756999999998
Shaw,Condominium,2,1.0,0,159,50,100.0,Yes,within an hour,38.91057,-77.02866
Union Station,Apartment,2,1.0,1,100,0,93.0,No,within an hour,38.89947,-76.9958
Union Station,Apartment,2,1.0,1,55,0,92.0,No,,38.89739,-76.98124
Capitol Hill,Apartment,4,1.0,1,135,50,98.0,Yes,within an hour,38.88904,-76.98639
Columbia Heights,Apartment,6,2.0,2,150,75,98.0,Yes,within an hour,38.93129,-77.03035
Columbia Heights,Townhouse,2,1.0,1,260,40,97.0,No,within a day,38.92985,-77.04007
Kalorama Heights,Apartment,2,1.0,0,100,25,92.0,No,,38.92223,-77.04224
Columbia Heights,House,1,1.5,1,75,160,91.0,No,within a few hours,38.92316,-77.02958000000002
Dupont Circle,Apartment,2,1.0,1,100,0,,No,,38.91706,-77.03586999999997
Shaw,Apartment,2,1.0,1,85,0,100.0,No,,38.90693,-77.02884
Dupont Circle,Townhouse,2,1.0,1,100,50,99.0,No,,38.9141,-77.04323000000002
Union Station,Townhouse,4,1.0,1,159,79,97.0,Yes,within an hour,38.90387,-76.99821
Dupont Circle,Apartment,4,1.0,2,50,99,98.0,Yes,within an hour,38.91518,-77.03979
Dupont Circle,Apartment,3,1.0,0,148,30,97.0,Yes,within an hour,38.91395,-77.04088
Kalorama Heights,Apartment,4,1.0,1,65,25,100.0,No,,38.92234000000001,-77.04081
Edgewood,Apartment,4,1.0,1,115,40,100.0,Yes,within an hour,38.91699000000001,-77.01024
Union Station,Apartment,4,1.0,1,115,30,100.0,Yes,within an hour,38.89445,-76.99712
Union Station,Apartment,2,1.0,1,58,65,96.0,No,within an hour,38.89959,-76.99415
Capitol Hill,Apartment,4,1.0,1,125,70,,No,,38.88661,-76.99886
Brightwood Park,Townhouse,8,1.5,3,250,125,99.0,No,,38.93927,-77.03089
Union Station,House,2,1.5,1,100,0,90.0,No,within an hour,38.89719,-76.9893
Dupont Circle,Apartment,2,1.0,1,175,0,,No,,38.91174,-77.04495
Dupont Circle,Apartment,2,1.0,1,43,20,100.0,No,,38.91569000000001,-77.03786
Edgewood,Apartment,3,1.0,1,74,50,97.0,No,within an hour,38.92083,-77.00032
Edgewood,Condominium,4,1.0,2,100,45,100.0,No,,38.92891,-77.00813000000002
Union Station,House,10,2.5,3,300,100,98.0,No,within a day,38.89914,-76.9956
Shaw,Apartment,3,1.0,1,110,80,99.0,Yes,within an hour,38.91323,-77.01853
Union Station,Apartment,5,1.0,1,95,0,97.0,No,,38.8944,-76.98267
Dupont Circle,Apartment,2,1.0,0,89,0,100.0,No,,38.90942,-77.04005
Edgewood,House,10,2.5,3,300,150,91.0,No,within an hour,38.91094,-77.01019000000002
Columbia Heights,Apartment,2,2.5,1,65,20,89.0,No,within an hour,38.92726,-77.02358000000002
Brightwood Park,Apartment,4,1.0,1,94,68,98.0,Yes,within an hour,38.95487,-77.03524
Dupont Circle,Condominium,2,1.0,0,120,60,100.0,No,,38.90836,-77.03627
Brightwood Park,House,1,1.0,1,52,52,,No,,38.95221,-77.01816
Columbia Heights,House,2,1.0,1,100,0,,No,,38.93275,-77.04422
Dupont Circle,Condominium,3,1.0,1,184,0,95.0,No,within an hour,38.9082,-77.04485
Edgewood,Townhouse,2,1.0,1,59,0,98.0,Yes,within an hour,38.92184,-77.00946
Columbia Heights,House,2,2.5,1,52,20,91.0,No,within an hour,38.92805,-77.02323
Columbia Heights,Townhouse,2,2.5,1,49,20,94.0,No,within an hour,38.92759,-77.0239
Columbia Heights,Apartment,4,1.0,1,100,0,,No,,38.93402,-77.02951
Capitol Hill,Apartment,2,1.0,0,125,60,99.0,Yes,within an hour,38.88407,-77.00476
Columbia Heights,Apartment,2,1.5,1,89,40,,No,,38.93591,-77.03829
Union Station,Townhouse,1,1.0,1,75,75,100.0,No,within a day,38.89353,-77.00208
Edgewood,Apartment,2,1.0,1,115,0,89.0,No,within an hour,38.91673,-77.00081
Capitol Hill,Apartment,4,1.0,2,130,60,100.0,No,within a few hours,38.88189000000001,-76.98291
Edgewood,Apartment,2,1.0,1,54,20,100.0,No,,38.92099,-77.00236
Union Station,Apartment,4,1.0,1,125,75,96.0,No,within an hour,38.90137,-76.99606999999997
Brightwood Park,Apartment,4,2.0,2,132,90,99.0,Yes,within an hour,38.94691,-77.03432
Union Station,Townhouse,3,1.5,1,120,0,99.0,Yes,within an hour,38.90583,-76.99883
Edgewood,Apartment,5,1.0,2,110,49,89.0,No,within an hour,38.91418,-77.00754
Dupont Circle,Apartment,6,1.0,2,225,60,99.0,Yes,within an hour,38.91312,-77.0423
Brightwood Park,Apartment,6,1.0,2,99,50,98.0,Yes,within an hour,38.9548,-77.01467
Columbia Heights,Apartment,2,1.0,1,89,20,94.0,No,,38.92949,-77.01957
Edgewood,House,1,1.0,1,68,10,88.0,No,within a few hours,38.91316,-77.0094
Edgewood,Townhouse,1,1.5,1,90,60,98.0,No,within an hour,38.90656,-77.01473
Union Station,Apartment,4,1.0,1,105,90,97.0,Yes,within an hour,38.89573,-76.99240999999998
Dupont Circle,Condominium,2,1.0,0,110,70,97.0,Yes,within an hour,38.9154,-77.03588
Kalorama Heights,Apartment,2,1.0,1,120,50,98.0,Yes,,38.92162,-77.04823
Kalorama Heights,Apartment,3,1.0,1,90,0,90.0,No,,38.92496,-77.04013
Edgewood,Condominium,1,1.5,1,65,50,,No,within a day,38.90981,-77.01234000000002
Edgewood,Apartment,3,1.0,1,130,50,97.0,Yes,within an hour,38.91507,-77.00995999999998
Columbia Heights,Apartment,4,1.0,2,125,50,96.0,No,within an hour,38.92486,-77.03415
Columbia Heights,Apartment,8,1.0,2,95,60,96.0,Yes,within an hour,38.9342,-77.0295
Union Station,Apartment,3,1.0,0,100,0,90.0,No,within an hour,38.89519,-76.98926
Edgewood,Townhouse,3,1.0,1,90,30,97.0,No,within an hour,38.91621,-77.00375
Shaw,Apartment,6,2.0,2,149,175,98.0,Yes,within an hour,38.9121,-77.02920999999998
Union Station,Townhouse,4,1.5,3,325,0,100.0,No,,38.89644000000001,-77.00296
Edgewood,Townhouse,3,1.0,1,75,30,98.0,No,within an hour,38.91541,-77.00533
Shaw,Apartment,3,1.0,1,199,75,,No,,38.90662,-77.02481
Capitol Hill,Townhouse,8,1.5,3,175,150,96.0,No,within an hour,38.887,-76.97711
Dupont Circle,Apartment,2,1.0,1,150,0,100.0,No,,38.91792,-77.03766999999998
Columbia Heights,House,1,1.0,1,120,0,100.0,No,within an hour,38.93077,-77.04269000000002
Edgewood,Townhouse,2,0.5,1,85,35,97.0,No,within an hour,38.9149,-77.0032
Shaw,Condominium,2,1.0,1,149,45,93.0,No,,38.91014000000001,-77.02624
Dupont Circle,Condominium,4,2.0,1,127,75,99.0,Yes,within an hour,38.91535,-77.03837
Columbia Heights,Apartment,4,1.0,2,140,69,97.0,No,,38.92272,-77.0327
Union Station,House,8,2.0,4,225,110,100.0,No,,38.89322,-76.97905
Union Station,Apartment,6,1.0,2,84,55,73.0,No,within a few hours,38.8929,-76.98227
Shaw,Apartment,4,1.0,1,120,70,97.0,Yes,within an hour,38.90839,-77.0266
Capitol Hill,Townhouse,3,1.0,1,100,20,97.0,No,within an hour,38.88744000000001,-76.98679
Columbia Heights,Apartment,4,1.0,1,99,70,98.0,Yes,within an hour,38.92963,-77.04101999999997
Union Station,Townhouse,8,2.0,3,260,200,99.0,Yes,within an hour,38.90259,-76.9902
Capitol Hill,Townhouse,6,2.0,3,290,60,98.0,No,within a day,38.88501,-76.98226
Shaw,Apartment,4,1.0,1,135,125,99.0,Yes,within a day,38.91152,-77.03251
Capitol Hill,Townhouse,4,1.0,1,69,50,98.0,Yes,,38.88331,-76.98255
Dupont Circle,Townhouse,3,2.0,3,225,250,95.0,No,,38.9086,-77.04564
Capitol Hill,Condominium,3,1.0,2,100,50,100.0,No,,38.88543,-76.97993000000002
Capitol Hill,Apartment,2,1.0,0,70,49,89.0,No,within a day,38.88261,-77.0005
Brightwood Park,House,8,2.0,3,200,150,96.0,No,within an hour,38.94617,-77.02234
Brightwood Park,House,6,3.5,2,499,0,,No,,38.95402,-77.01881
Dupont Circle,Apartment,2,1.0,1,57,40,98.0,No,,38.91479,-77.04248
Union Station,Apartment,3,1.0,1,150,60,93.0,No,within an hour,38.89371,-76.98761
Columbia Heights,Apartment,6,1.0,2,249,125,93.0,No,within a day,38.93193,-77.02821999999998
Edgewood,Apartment,4,1.0,1,109,30,100.0,Yes,within an hour,38.91348,-77.01331
Union Station,Townhouse,5,1.5,2,175,20,99.0,Yes,within an hour,38.90583,-76.99883
Union Station,House,6,2.0,2,215,76,98.0,Yes,within an hour,38.89979,-76.99428
Edgewood,House,2,1.0,1,75,30,95.0,No,within a few hours,38.91651,-77.00484
Union Station,House,2,1.5,1,60,0,100.0,No,,38.90008,-76.99022
Capitol Hill,Apartment,4,1.0,1,165,80,98.0,Yes,within an hour,38.89059,-76.99819000000002
Union Station,Apartment,3,1.0,1,165,40,98.0,No,,38.90506,-77.00556
Union Station,House,4,1.5,2,350,100,100.0,No,,38.89828,-76.98664000000002
Union Station,Apartment,4,1.0,1,150,60,98.0,Yes,within an hour,38.90165,-76.99701999999998
Shaw,Apartment,2,1.0,0,85,55,98.0,Yes,within an hour,38.91201,-77.01822
Capitol Hill,Townhouse,7,1.0,2,265,125,96.0,Yes,within an hour,38.88803,-76.98979
Capitol Hill,Apartment,5,1.0,2,105,100,94.0,Yes,within an hour,38.89006,-76.99195
Capitol Hill,House,5,1.0,2,195,95,97.0,Yes,within an hour,38.88824,-76.99685
Brightwood Park,House,8,2.5,3,171,100,97.0,Yes,within an hour,38.95848,-77.02398000000002
Capitol Hill,Apartment,2,1.0,1,110,100,100.0,No,within an hour,38.88528,-76.98886
Capitol Hill,Apartment,2,1.0,1,120,45,100.0,No,,38.87761,-76.98801999999998
Brightwood Park,Townhouse,4,2.5,2,300,80,100.0,Yes,within a few hours,38.93902,-77.017
Capitol Hill,Apartment,3,1.0,1,180,75,,No,,38.88611,-77.00061
Kalorama Heights,Apartment,3,2.0,2,150,0,,No,,38.92337,-77.03874
Brightwood Park,Apartment,3,1.0,2,450,100,78.0,No,within a day,38.95334,-77.01737
Capitol Hill,Apartment,4,1.0,1,92,65,97.0,No,,38.8783,-76.98325
Capitol Hill,Apartment,5,1.0,1,175,90,97.0,Yes,within an hour,38.88462,-77.00373
Edgewood,Apartment,3,1.0,2,117,50,100.0,No,within a day,38.91392000000001,-77.00686999999998
Shaw,Apartment,4,1.0,2,186,85,98.0,Yes,within an hour,38.91039,-77.02214000000002
Capitol Hill,Townhouse,8,2.0,3,199,115,97.0,No,,38.87963,-76.99540999999998
Edgewood,Apartment,1,1.0,1,39,39,96.0,No,within an hour,38.91197,-77.01428
Edgewood,Apartment,1,1.0,1,45,39,94.0,No,within an hour,38.91262,-77.015
Edgewood,Apartment,2,1.0,1,79,69,95.0,No,within an hour,38.91198,-77.01347
Capitol Hill,Townhouse,6,1.0,2,162,100,94.0,No,,38.88134,-76.99526
Columbia Heights,House,5,2.5,3,350,0,,No,,38.93116,-77.04172
Union Station,House,1,1.5,1,40,0,100.0,No,,38.90064,-76.99219000000002
Edgewood,Apartment,2,1.0,1,55,75,100.0,No,,38.91475,-77.00239
Edgewood,Townhouse,12,2.5,4,350,350,96.0,No,within an hour,38.91465,-77.00529
Capitol Hill,Condominium,4,1.0,1,105,70,100.0,No,,38.8909,-76.9858
Columbia Heights,House,3,2.5,1,59,20,93.0,No,within an hour,38.92755,-77.02316
Edgewood,Townhouse,8,2.5,2,182,120,97.0,Yes,within an hour,38.90769,-77.01115
Dupont Circle,Apartment,4,1.0,2,95,50,100.0,No,,38.91062,-77.03595
Edgewood,Apartment,3,1.0,1,80,25,96.0,Yes,,38.91556,-77.01225
Union Station,Townhouse,6,2.5,3,175,125,95.0,No,,38.89349,-76.99273000000002
Capitol Hill,Townhouse,9,2.5,3,325,265,100.0,Yes,within an hour,38.88743,-76.98864
Union Station,Townhouse,2,2.0,1,85,18,97.0,No,within an hour,38.89958,-76.99455999999998
Kalorama Heights,Condominium,2,1.0,1,169,0,98.0,No,,38.92346,-77.03794
Brightwood Park,Apartment,2,1.0,1,90,50,100.0,No,within a day,38.95475,-77.02490999999998
Dupont Circle,Apartment,2,1.0,0,80,72,96.0,Yes,within an hour,38.9136,-77.03494
Capitol Hill,Apartment,6,1.0,1,168,95,98.0,Yes,within an hour,38.88635,-77.00133000000002
Kalorama Heights,Apartment,2,1.0,1,99,65,97.0,Yes,within an hour,38.92435,-77.04505
Columbia Heights,Townhouse,2,2.5,1,40,20,87.0,No,within an hour,38.92838,-77.02199999999998
Capitol Hill,Townhouse,8,2.0,3,50,65,94.0,No,within an hour,38.8784,-76.9818
Kalorama Heights,Condominium,2,1.0,1,175,100,97.0,No,within an hour,38.92177,-77.03905999999998
Union Station,House,5,1.5,3,195,120,98.0,Yes,,38.89384,-76.99263
Capitol Hill,Apartment,4,1.0,1,99,40,98.0,Yes,within an hour,38.88362,-76.98262
Brightwood Park,Condominium,1,1.0,1,50,75,97.0,Yes,within a few hours,38.95803,-77.03395
Capitol Hill,Apartment,2,1.0,1,80,200,100.0,No,within a day,38.88645,-76.98191
Capitol Hill,Apartment,4,1.0,1,110,65,98.0,Yes,within an hour,38.88547,-76.98394
Capitol Hill,House,8,2.5,3,395,130,100.0,Yes,within an hour,38.88462,-77.00373
Columbia Heights,House,2,2.0,1,45,20,91.0,No,,38.92894,-77.03478
Brightwood Park,Townhouse,8,2.5,3,292,150,60.0,No,within a day,38.95382,-77.01668000000002
Union Station,House,7,2.5,3,325,0,,No,,38.895,-77.00180999999998
Dupont Circle,Apartment,5,2.0,2,136,0,100.0,No,,38.91335,-77.03899
Columbia Heights,Apartment,4,1.0,1,100,40,95.0,No,,38.92934,-77.03778
Edgewood,Apartment,4,1.0,1,95,30,95.0,Yes,within an hour,38.90724,-77.01525
Union Station,Apartment,2,1.0,1,125,45,98.0,Yes,within an hour,38.89797,-76.98066
Capitol Hill,Apartment,6,1.0,1,125,60,97.0,Yes,within an hour,38.88456,-76.99204
Dupont Circle,Apartment,3,1.0,1,200,0,,No,,38.91325,-77.04312
Shaw,Apartment,2,1.0,1,250,80,98.0,No,,38.90711,-77.02663000000003
Kalorama Heights,Apartment,2,1.0,1,80,10,96.0,No,,38.91876,-77.04134
Columbia Heights,Condominium,5,2.0,2,127,95,99.0,Yes,within an hour,38.92843,-77.03068
Edgewood,House,2,1.0,1,68,50,100.0,Yes,within an hour,38.91554,-77.00717
Dupont Circle,Apartment,3,1.0,0,190,0,100.0,No,,38.91341,-77.04381
Shaw,Apartment,2,1.0,1,415,40,100.0,No,,38.90774,-77.03311
Capitol Hill,House,3,1.0,1,88,30,100.0,No,within an hour,38.88284,-76.98491
Shaw,Apartment,5,1.0,2,195,75,93.0,No,a few days or more,38.9112,-77.02175
Dupont Circle,Condominium,4,1.0,1,75,100,100.0,No,,38.91723,-77.03721999999998
Union Station,House,2,1.0,1,180,80,96.0,No,,38.89707,-77.00268
Dupont Circle,Apartment,4,1.5,1,234,75,90.0,No,,38.91288,-77.03473000000002
Brightwood Park,Apartment,4,1.0,1,100,0,95.0,No,,38.94688,-77.03368
Kalorama Heights,Apartment,2,1.0,1,114,150,100.0,No,,38.92137,-77.04553
Capitol Hill,Townhouse,8,2.5,3,385,120,100.0,No,within an hour,38.88227,-77.00046999999998
Union Station,House,2,1.5,1,85,7,89.0,No,,38.90056,-76.99287
Union Station,House,2,1.5,1,43,0,97.0,No,,38.90245,-76.99508
Union Station,House,8,2.5,4,110,0,,No,,38.90195,-76.99438
Brightwood Park,Apartment,4,1.0,0,51,50,98.0,Yes,within a few hours,38.95762,-77.01926999999998
Columbia Heights,Condominium,4,1.0,1,74,0,,No,,38.92675,-77.03362
Shaw,Apartment,1,1.0,1,69,0,89.0,No,within a day,38.90993,-77.02879
Edgewood,Apartment,4,1.0,1,400,0,,No,,38.91422,-77.01021999999998
Dupont Circle,Apartment,2,1.0,1,95,85,98.0,Yes,within an hour,38.91583,-77.03706
Union Station,Apartment,5,1.0,2,75,0,,No,,38.89295,-77.00183
Columbia Heights,Apartment,2,1.0,1,200,0,,No,,38.93248,-77.02887
Union Station,House,2,1.5,1,45,5,73.0,No,,38.90093,-76.99351
Kalorama Heights,Apartment,5,2.5,2,137,0,100.0,No,,38.92113,-77.03671
Edgewood,Apartment,2,1.0,2,300,0,100.0,No,,38.91528,-77.00248
Brightwood Park,Apartment,2,1.0,1,50,50,87.0,No,,38.95163,-77.01357
Capitol Hill,House,5,1.5,1,67,57,100.0,Yes,within an hour,38.87975,-76.98653
Edgewood,Apartment,2,1.0,1,38,0,100.0,No,,38.927,-77.00514
Capitol Hill,Apartment,4,1.0,1,100,0,100.0,No,,38.89092,-76.98337
Brightwood Park,House,8,2.5,3,400,125,100.0,No,within an hour,38.94477,-77.03283
Capitol Hill,Townhouse,1,1.0,1,115,65,100.0,Yes,within a few hours,38.88355,-76.99615
Dupont Circle,Apartment,2,1.0,0,400,0,,No,,38.91265,-77.04555
Union Station,Townhouse,6,1.5,2,150,95,93.0,No,within an hour,38.90456,-76.9985
Brightwood Park,Townhouse,13,3.5,5,280,200,99.0,Yes,within an hour,38.94651,-77.02394
Columbia Heights,Apartment,2,1.0,1,88,45,96.0,Yes,within an hour,38.93276,-77.04384
Columbia Heights,House,6,1.0,2,110,40,100.0,No,,38.93476,-77.04229000000002
Columbia Heights,Apartment,6,1.0,2,90,95,96.0,No,within an hour,38.92478,-77.0233
Union Station,Townhouse,3,1.0,0,75,70,92.0,No,within an hour,38.90363,-76.99707
Capitol Hill,Apartment,5,2.0,2,199,0,,No,,38.88854,-76.979
Union Station,Condominium,2,1.0,1,60,10,98.0,Yes,within an hour,38.90392,-76.99656
Edgewood,Apartment,2,1.0,1,125,70,99.0,No,within an hour,38.92564,-77.00824
Capitol Hill,Townhouse,1,1.0,1,135,65,100.0,Yes,within a few hours,38.88284,-76.99604000000002
Edgewood,Apartment,2,1.0,1,160,80,98.0,Yes,within an hour,38.91816,-77.01445
Union Station,Apartment,6,1.0,1,400,100,,No,,38.89557,-76.99519000000002
Kalorama Heights,Apartment,5,2.0,3,95,100,100.0,No,within a few hours,38.91305,-77.04955
Edgewood,House,10,3.5,4,200,175,97.0,No,,38.91078,-77.01616
Columbia Heights,Apartment,4,1.5,1,100,100,100.0,No,,38.9252,-77.03154
Edgewood,Apartment,4,1.0,1,175,40,100.0,No,,38.91753,-77.00225
Columbia Heights,Townhouse,7,2.5,3,195,80,100.0,No,,38.93121,-77.02972
Capitol Hill,Apartment,2,1.5,1,80,0,98.0,Yes,,38.89052,-76.99512
Union Station,Condominium,4,2.5,2,175,75,100.0,No,,38.8955,-76.99883
Edgewood,Apartment,3,1.0,1,275,0,,No,,38.91123,-77.00291
Capitol Hill,Apartment,3,1.0,1,400,0,,No,,38.88251,-76.99839
Edgewood,House,8,1.5,3,211,120,100.0,No,,38.91886,-77.01443
Columbia Heights,Apartment,4,1.0,2,89,95,96.0,Yes,within an hour,38.93007,-77.02761
Edgewood,Apartment,6,2.0,2,160,0,100.0,No,,38.91667,-77.01366
Kalorama Heights,Apartment,2,1.0,1,120,89,96.0,No,within a day,38.91951,-77.04004
Shaw,Apartment,2,1.0,1,37,10,100.0,No,,38.90759,-77.02674
Edgewood,Townhouse,8,3.0,4,361,0,93.0,No,within a few hours,38.90724,-77.01371999999998
Union Station,Apartment,4,2.0,2,350,0,,No,,38.9012,-77.00196
Shaw,Apartment,5,1.0,2,130,85,96.0,No,within an hour,38.90689,-77.0169
Shaw,Apartment,4,1.0,2,200,0,,No,,38.90966,-77.02705
Dupont Circle,House,4,1.5,2,220,125,90.0,No,within a day,38.91069,-77.04287
Capitol Hill,House,2,1.5,1,100,0,100.0,No,,38.89082,-76.98344
Shaw,Apartment,2,1.0,0,150,85,,No,,38.90707,-77.03215
Union Station,House,2,1.0,1,99,0,95.0,Yes,within an hour,38.89707,-77.00262
Union Station,Townhouse,6,2.5,2,450,150,99.0,No,within an hour,38.89805,-76.99781999999998
Dupont Circle,Apartment,2,1.0,1,50,0,100.0,No,,38.91165,-77.0348
Columbia Heights,Apartment,3,1.0,0,65,50,,No,,38.93502,-77.03726
Columbia Heights,Townhouse,5,1.5,3,480,140,,No,within an hour,38.93348,-77.02078
Dupont Circle,House,10,3.5,3,275,190,85.0,No,,38.9081,-77.04786
Union Station,Townhouse,9,2.0,3,180,100,100.0,No,,38.89709000000001,-76.97263000000002
Kalorama Heights,Townhouse,5,2.5,3,298,80,100.0,Yes,within an hour,38.91796,-77.04226
Columbia Heights,Condominium,2,2.0,2,100,0,,No,,38.93249,-77.03367
Union Station,Apartment,4,1.0,1,90,70,99.0,Yes,within an hour,38.89893,-77.00027
Capitol Hill,Apartment,4,1.0,1,150,80,100.0,No,within an hour,38.88589,-77.00411
Capitol Hill,Townhouse,12,3.5,4,399,265,98.0,Yes,within an hour,38.88787,-76.98828
Edgewood,House,6,1.0,2,100,0,,No,,38.92373,-77.00235
Brightwood Park,Apartment,5,1.5,2,350,0,,No,,38.9371,-77.02377
Columbia Heights,House,5,2.5,2,155,90,93.0,No,,38.93219000000001,-77.04037
Kalorama Heights,Apartment,3,1.0,1,139,35,93.0,No,within an hour,38.91912,-77.04245
Union Station,House,8,2.5,3,299,250,99.0,Yes,within an hour,38.89502,-77.00133000000002
Dupont Circle,Apartment,3,1.0,1,259,45,87.0,No,,38.90866,-77.04583000000002
Capitol Hill,Townhouse,2,1.0,1,90,0,96.0,No,,38.88683,-76.97986999999998
Union Station,Apartment,3,1.0,1,100,0,98.0,No,,38.89753,-76.98484
