neighborhood,property_type,accommodates,bathrooms,bedrooms,price,cleaning_fee,rating,superhost,response_time,latitude,longitude
Edgewood,Apartment,4,1.0,1,75,0,100.0,No,,38.91263,-77.00992
Dupont Circle,Apartment,4,1.0,0,115,25,98.0,No,,38.91867,-77.03645
Union Station,House,6,2.5,3,152,0,100.0,No,,38.90112,-76.99505
Union Station,Apartment,6,1.0,2,125,125,97.0,Yes,within an hour,38.89259000000001,-76.98943
Kalorama Heights,Apartment,2,1.0,1,120,75,96.0,Yes,within an hour,38.921,-77.0434
Columbia Heights,Townhouse,2,1.0,1,58,60,99.0,No,within an hour,38.93263,-77.03161999999998
Shaw,Apartment,2,1.0,1,100,35,100.0,No,,38.90814,-77.03098
Capitol Hill,Apartment,4,1.0,1,149,85,100.0,Yes,within an hour,38.88512,-76.98158000000002
Kalorama Heights,Apartment,1,1.0,1,28,0,100.0,No,,38.92065,-77.04517
Shaw,Townhouse,8,2.5,3,350,125,98.0,Yes,within an hour,38.91168,-77.01956
Brightwood Park,Townhouse,3,1.0,1,100,80,100.0,Yes,within a few hours,38.93917,-77.01848000000003
Brightwood Park,Apartment,16,4.0,9,130,400,96.0,No,within an hour,38.95324,-77.01366
Dupont Circle,Apartment,1,1.0,1,75,40,93.0,No,within a day,38.90723,-77.03575
Union Station,Townhouse,2,1.0,1,65,0,99.0,Yes,within an hour,38.89567,-76.99417
Columbia Heights,Apartment,3,1.0,1,100,20,90.0,No,within an hour,38.92384000000001,-77.0344
Columbia Heights,Apartment,4,1.0,1,70,80,99.0,Yes,within an hour,38.92936,-77.03152
Brightwood Park,Townhouse,3,1.0,1,60,40,99.0,Yes,within an hour,38.93944000000001,-77.02835999999998
Union Station,Townhouse,7,2.5,3,285,220,99.0,Yes,within an hour,38.8963,-77.00352
Dupont Circle,Apartment,2,1.0,0,100,0,73.0,No,,38.91328,-77.03891
Shaw,Apartment,2,1.0,1,55,15,90.0,No,,38.90662,-77.0294
Union Station,Townhouse,4,1.0,1,72,12,100.0,No,,38.89871,-76.9887
Brightwood Park,Apartment,2,1.0,1,35,25,100.0,Yes,within a day,38.94047,-77.02806
Columbia Heights,Apartment,4,1.0,1,80,60,99.0,No,within a day,38.93291,-77.04432
Brightwood Park,Townhouse,7,2.0,4,299,150,98.0,Yes,within an hour,38.94891,-77.0197
Columbia Heights,Apartment,3,1.5,1,51,0,100.0,No,,38.93251,-77.02515
Capitol Hill,Apartment,2,1.0,1,24,55,98.0,Yes,within an hour,38.8782,-76.98414
Edgewood,Apartment,4,1.0,0,79,40,98.0,Yes,within an hour,38.91606,-77.00431999999998
Edgewood,Townhouse,2,1.0,1,79,20,,No,,38.91394,-77.00905999999998
Edgewood,Apartment,4,1.0,1,70,40,99.0,Yes,within an hour,38.91179,-77.00555
Union Station,Apartment,5,1.0,2,89,30,100.0,No,,38.90429,-77.0053
Edgewood,House,4,1.0,1,60,40,96.0,Yes,within an hour,38.91885,-77.01029
Columbia Heights,Apartment,2,1.0,0,99,30,86.0,No,,38.92101,-77.03318
Edgewood,Apartment,4,1.0,1,95,40,96.0,Yes,,38.91357,-77.00350999999998
Columbia Heights,Apartment,4,1.0,1,60,25,96.0,Yes,,38.92784,-77.02888
Columbia Heights,Apartment,4,1.0,1,78,65,97.0,No,within an hour,38.93468,-77.03174
Columbia Heights,Condominium,2,1.0,1,50,0,,No,,38.92978,-77.03067
Union Station,House,8,2.5,3,189,125,96.0,No,,38.90515,-76.99896
Shaw,Apartment,4,1.0,1,130,50,90.0,No,,38.90704,-77.02705
Edgewood,Townhouse,4,1.5,1,85,115,99.0,Yes,within an hour,38.90861,-77.01556
Dupont Circle,Townhouse,2,3.5,1,110,70,93.0,No,within an hour,38.91172,-77.0456
Edgewood,Townhouse,4,1.0,1,100,0,95.0,No,,38.90934,-77.01126
Dupont Circle,Townhouse,3,1.0,1,79,35,99.0,Yes,within an hour,38.91475,-77.03475999999998
Dupont Circle,Townhouse,1,2.5,1,80,70,96.0,No,within an hour,38.91172,-77.04573
Columbia Heights,Condominium,2,1.0,1,50,100,100.0,Yes,within an hour,38.92805,-77.02490999999998
Dupont Circle,Condominium,6,2.0,2,350,150,98.0,Yes,within an hour,38.91509,-77.03659
Shaw,Apartment,4,1.0,1,110,65,100.0,Yes,within an hour,38.91159,-77.03130999999998
Shaw,Townhouse,2,1.0,1,119,24,96.0,No,,38.90958,-77.0199
Shaw,Condominium,6,1.0,1,129,70,99.0,Yes,within an hour,38.90872,-77.02835
Edgewood,Townhouse,2,1.5,1,38,45,90.0,Yes,within an hour,38.91755,-77.01083
Union Station,Apartment,4,1.0,1,75,65,99.0,Yes,within an hour,38.89431,-76.98435
Union Station,Townhouse,4,1.0,1,125,100,98.0,Yes,within an hour,38.89238,-76.98953
Dupont Circle,Condominium,2,1.0,1,66,50,97.0,No,within an hour,38.9184,-77.03546999999998
Capitol Hill,Townhouse,8,2.5,3,298,125,97.0,Yes,within an hour,38.89013,-76.98274
Columbia Heights,Apartment,3,1.0,0,65,0,75.0,No,,38.93694,-77.03758
Brightwood Park,Apartment,2,1.0,1,82,25,95.0,Yes,within an hour,38.96005,-77.036
Columbia Heights,Condominium,2,1.0,1,91,0,100.0,No,within a few hours,38.93282,-77.02168
Brightwood Park,Apartment,5,2.5,2,125,75,94.0,No,within a few hours,38.95512,-77.02046
Shaw,Apartment,4,1.0,1,103,60,,No,,38.91037,-77.02725
Edgewood,Townhouse,3,1.0,1,65,25,97.0,Yes,within an hour,38.9209,-77.00333
Brightwood Park,Apartment,4,1.0,1,120,40,100.0,Yes,within an hour,38.93946,-77.01973000000002
Columbia Heights,House,2,1.0,1,59,0,91.0,No,within an hour,38.9363,-77.03147
Edgewood,Townhouse,6,2.0,2,129,98,99.0,Yes,within an hour,38.91911,-77.01015
Kalorama Heights,House,2,1.5,1,70,75,98.0,Yes,within an hour,38.91949,-77.04264
Dupont Circle,Apartment,2,1.0,1,165,125,100.0,Yes,within an hour,38.91041,-77.04337
Dupont Circle,House,6,2.0,2,350,150,98.0,Yes,within an hour,38.91427,-77.03575
Capitol Hill,Townhouse,6,1.0,2,189,60,99.0,No,,38.88164,-76.99609
Columbia Heights,Apartment,4,1.0,1,95,35,96.0,No,within an hour,38.9258,-77.02511
Brightwood Park,Apartment,4,1.0,2,106,100,83.0,No,within an hour,38.95371,-77.0144
Brightwood Park,Apartment,6,1.0,2,106,100,92.0,No,within an hour,38.95201,-77.01401
Brightwood Park,Apartment,6,1.0,2,107,100,90.0,No,within an hour,38.95216,-77.01371999999998
Columbia Heights,Townhouse,1,1.0,1,38,10,96.0,No,within an hour,38.93009,-77.03635
Columbia Heights,House,1,1.0,1,31,10,95.0,No,within an hour,38.92991,-77.03573
Capitol Hill,Apartment,4,1.0,1,155,100,100.0,Yes,within a few hours,38.88737,-76.99818
Columbia Heights,House,1,1.0,1,26,10,95.0,No,within an hour,38.93189,-77.03612
Columbia Heights,House,1,1.0,1,26,10,95.0,No,within an hour,38.93069000000001,-77.03629000000002
Columbia Heights,House,1,1.0,1,31,10,97.0,No,within an hour,38.93182,-77.03621
Dupont Circle,Townhouse,6,2.5,2,247,104,98.0,Yes,within an hour,38.90964,-77.04678
Edgewood,Townhouse,8,2.0,2,148,100,90.0,No,within an hour,38.91344,-77.01616999999997
Brightwood Park,House,2,1.0,1,59,40,94.0,No,within an hour,38.93903,-77.02628
Edgewood,Townhouse,12,3.5,4,326,200,89.0,No,within an hour,38.91236,-77.0158
Columbia Heights,House,6,2.0,5,244,130,100.0,No,,38.93099,-77.04097
Shaw,Apartment,2,1.0,1,99,0,95.0,No,within an hour,38.90607,-77.02051
Dupont Circle,Apartment,3,1.0,1,39,0,100.0,No,,38.90994,-77.03697
Columbia Heights,Townhouse,1,1.0,1,39,0,90.0,No,,38.9332,-77.04241999999998
Dupont Circle,Condominium,3,1.0,1,65,25,100.0,No,,38.91672,-77.0351
Dupont Circle,Apartment,1,1.0,1,36,10,99.0,Yes,within an hour,38.91179,-77.04072
Columbia Heights,Condominium,10,3.5,3,260,80,96.0,Yes,within an hour,38.93188,-77.02077
Columbia Heights,Apartment,6,1.0,1,110,85,99.0,Yes,within an hour,38.9249,-77.02665999999998
Capitol Hill,Townhouse,4,1.5,2,180,50,95.0,Yes,within an hour,38.8783,-76.99157
Brightwood Park,Townhouse,2,1.0,1,93,68,98.0,Yes,within an hour,38.94225,-77.01413000000002
Capitol Hill,Townhouse,4,1.0,1,95,40,100.0,Yes,within an hour,38.87827,-76.99104
Union Station,Townhouse,2,1.0,0,80,35,98.0,Yes,,38.89866,-76.99351999999998
Dupont Circle,Apartment,3,1.0,1,125,60,99.0,Yes,,38.91206,-77.03541
Columbia Heights,Townhouse,2,1.0,1,65,45,94.0,No,within a few hours,38.9291,-77.02838
Edgewood,Condominium,2,1.0,1,45,0,100.0,No,,38.92028,-77.00044
Shaw,House,4,1.0,2,135,50,89.0,No,within an hour,38.90967,-77.02027
Edgewood,Condominium,5,1.0,2,60,50,91.0,No,,38.92108,-77.00798
Dupont Circle,Townhouse,1,1.0,1,60,30,100.0,Yes,within an hour,38.91122,-77.03913
Kalorama Heights,House,6,2.0,3,350,250,97.0,Yes,within an hour,38.91652,-77.04899999999998
Capitol Hill,Apartment,4,1.0,1,115,50,98.0,Yes,within an hour,38.88145,-77.00312
Union Station,House,4,1.0,0,78,25,95.0,Yes,within an hour,38.89746,-76.97071
Edgewood,House,2,1.0,1,50,30,70.0,No,,38.91288,-77.00431999999998
Capitol Hill,Condominium,3,1.5,1,75,50,93.0,No,,38.88639000000001,-76.97740999999998
Shaw,Townhouse,4,2.0,2,189,50,96.0,Yes,within an hour,38.90897,-77.02868000000002
Columbia Heights,Apartment,6,1.0,1,75,55,97.0,Yes,within an hour,38.93465,-77.02771
Shaw,Apartment,4,1.0,0,55,40,93.0,No,within an hour,38.90716,-77.02467
Edgewood,Townhouse,1,1.0,1,65,0,100.0,Yes,within an hour,38.91945,-77.00532
Edgewood,Apartment,3,1.0,0,65,50,98.0,No,,38.92214,-77.00774
Edgewood,Apartment,7,1.0,3,200,50,91.0,No,within an hour,38.90693,-77.01085
Union Station,Townhouse,6,2.5,3,113,0,100.0,Yes,within an hour,38.89417,-76.99516
Capitol Hill,Townhouse,2,1.0,1,89,40,93.0,No,,38.89184,-76.98616
Union Station,Townhouse,13,2.5,4,235,200,80.0,Yes,within an hour,38.90212,-76.99068
Union Station,House,2,1.0,1,65,0,100.0,No,,38.89826,-76.98848000000002
Edgewood,House,4,1.0,0,99,60,97.0,Yes,within an hour,38.9122,-77.01621
Edgewood,Apartment,5,1.0,2,98,85,98.0,Yes,within an hour,38.91423,-77.01004
Capitol Hill,Apartment,2,1.0,1,130,75,96.0,Yes,within a few hours,38.88843,-76.99945
Capitol Hill,Apartment,3,1.0,1,120,15,100.0,No,,38.88335,-76.99776
Columbia Heights,Apartment,1,1.0,1,65,129,91.0,No,within an hour,38.93191,-77.02716
Union Station,Apartment,4,1.0,1,120,75,94.0,No,within an hour,38.90439,-76.99486999999998
Union Station,House,4,2.0,2,100,95,100.0,No,,38.89932,-76.98419
Brightwood Park,Apartment,2,1.0,1,70,60,100.0,No,,38.93576,-77.02613000000002
Columbia Heights,Apartment,3,1.0,0,77,50,93.0,No,within a day,38.92635,-77.02505
Union Station,Townhouse,14,5.0,6,495,245,98.0,No,within an hour,38.90126,-76.98924
Edgewood,Apartment,2,1.0,1,111,15,99.0,No,,38.91533,-77.01009
Shaw,House,4,2.0,2,475,100,97.0,Yes,within a few hours,38.90823,-77.02497
Dupont Circle,Apartment,2,1.0,1,145,70,95.0,Yes,within an hour,38.9147,-77.04373000000002
Columbia Heights,Apartment,2,1.0,0,95,50,98.0,No,within an hour,38.93079,-77.04073000000002
Shaw,Apartment,6,2.0,2,172,85,88.0,No,within an hour,38.91196,-77.02644000000002
Shaw,Apartment,8,1.0,3,116,95,90.0,No,within an hour,38.90637,-77.02453
Shaw,Apartment,4,1.0,1,116,85,91.0,No,within an hour,38.9063,-77.02324
Shaw,Apartment,4,1.0,2,225,150,94.0,No,within an hour,38.90904000000001,-77.03198
Capitol Hill,House,7,1.5,2,149,175,95.0,Yes,within an hour,38.88254000000001,-77.00506999999998
Edgewood,Townhouse,2,1.0,1,39,45,96.0,Yes,within an hour,38.91647,-77.01084
Columbia Heights,Apartment,2,1.0,1,89,50,99.0,Yes,within an hour,38.93245,-77.03811
Capitol Hill,Townhouse,6,2.5,2,150,100,98.0,No,,38.89195,-76.98997
Dupont Circle,Condominium,1,1.0,0,70,200,,No,within an hour,38.91124,-77.04069
Columbia Heights,Townhouse,12,2.5,3,268,150,99.0,Yes,within an hour,38.92336,-77.02641
Shaw,Condominium,2,1.0,1,98,80,100.0,No,within an hour,38.90903,-77.03044
Union Station,House,1,1.0,1,45,50,98.0,Yes,within an hour,38.89461,-76.99838000000003
Brightwood Park,Townhouse,11,2.5,4,320,155,92.0,No,within an hour,38.93876,-77.02937
Columbia Heights,House,1,2.0,1,80,0,90.0,No,within a few hours,38.93296,-77.03111
Brightwood Park,House,4,1.0,0,90,105,92.0,No,within an hour,38.93979,-77.02922
Kalorama Heights,Apartment,5,1.0,2,140,50,97.0,Yes,within an hour,38.91772,-77.0412
Brightwood Park,House,9,2.0,4,231,150,80.0,No,within an hour,38.94057,-77.03556999999998
Brightwood Park,Apartment,4,1.0,0,70,40,94.0,No,within an hour,38.94279,-77.01973000000002
Shaw,Apartment,2,1.0,0,135,70,98.0,Yes,within an hour,38.90801,-77.02461
Union Station,Apartment,4,1.0,2,165,60,99.0,Yes,within an hour,38.90252,-77.00220999999998
Shaw,Apartment,2,1.0,0,135,70,98.0,Yes,within an hour,38.90788,-77.02458
Shaw,Apartment,3,1.0,1,120,85,97.0,Yes,within an hour,38.91145,-77.03084
Union Station,House,2,1.0,1,75,10,96.0,Yes,within an hour,38.89518,-76.99722
Shaw,Apartment,4,1.0,1,112,85,89.0,No,within an hour,38.90627,-77.02382
Shaw,Apartment,4,1.0,1,112,80,92.0,No,within an hour,38.90584000000001,-77.02463
Brightwood Park,House,2,2.0,1,50,20,94.0,No,within an hour,38.95604,-77.01498000000002
Union Station,House,10,2.0,3,219,99,99.0,Yes,within an hour,38.90337,-76.99978
Columbia Heights,Apartment,2,1.0,1,65,0,100.0,No,a few days or more,38.93301,-77.04011
Capitol Hill,Apartment,4,1.0,2,185,75,100.0,Yes,within an hour,38.88947,-76.99736999999998
Capitol Hill,House,7,2.0,4,119,130,96.0,No,within an hour,38.88693,-76.97731
Edgewood,Condominium,5,1.5,2,175,75,90.0,No,within an hour,38.91329,-77.0085
Union Station,Townhouse,6,1.5,2,156,125,99.0,No,within an hour,38.89913,-77.00065
Union Station,Apartment,2,1.0,0,66,50,97.0,Yes,within a few hours,38.89621,-76.97397
Kalorama Heights,Condominium,2,1.0,1,79,30,100.0,No,within a few hours,38.92273,-77.04204
Edgewood,Apartment,6,2.0,2,161,125,96.0,No,within an hour,38.91045,-77.01642
Kalorama Heights,Apartment,4,1.0,1,100,85,95.0,No,within an hour,38.92023,-77.04033000000003
Union Station,Townhouse,4,1.0,1,99,35,99.0,Yes,within an hour,38.89245,-76.98163000000002
Capitol Hill,Townhouse,8,1.5,3,325,110,98.0,Yes,within an hour,38.88754,-76.98839
Union Station,Apartment,4,1.5,1,189,120,97.0,Yes,within an hour,38.90175,-77.00373
Capitol Hill,Townhouse,6,2.0,2,150,100,99.0,Yes,within an hour,38.8859,-76.99117
Capitol Hill,House,7,3.5,3,299,150,100.0,No,,38.88603,-76.98696
Columbia Heights,Townhouse,1,1.0,1,65,25,92.0,No,within an hour,38.92414,-77.02788000000002
Columbia Heights,Townhouse,4,1.5,1,76,25,94.0,No,,38.92863,-77.02339
Union Station,Townhouse,14,5.0,6,495,245,95.0,No,within an hour,38.90121,-76.98949
Edgewood,Apartment,4,2.5,3,150,0,100.0,No,,38.90695,-77.01098
Dupont Circle,Apartment,2,1.0,1,74,0,94.0,Yes,within an hour,38.91189,-77.03783
Union Station,Apartment,4,1.0,1,129,65,97.0,Yes,within an hour,38.90064,-76.9936
Dupont Circle,House,6,1.5,3,220,95,99.0,No,within a few hours,38.91771,-77.03836
Capitol Hill,Apartment,5,1.0,1,103,50,94.0,Yes,within an hour,38.88906,-76.99031
Shaw,Apartment,8,1.0,3,300,175,94.0,No,within an hour,38.90998,-77.0316
Kalorama Heights,Apartment,2,1.0,0,72,50,95.0,Yes,,38.92568,-77.03811999999998
Union Station,Townhouse,2,1.0,1,61,22,98.0,Yes,within an hour,38.89959,-76.98532
Edgewood,Condominium,4,1.0,1,125,50,,No,,38.91697,-77.00408
Edgewood,Townhouse,6,2.5,2,260,125,97.0,Yes,within an hour,38.91604,-77.00795
Columbia Heights,House,2,1.0,1,52,30,90.0,No,within a few hours,38.92842,-77.02814000000002
Edgewood,House,6,2.5,3,128,125,98.0,No,,38.91404,-77.01652
Edgewood,Townhouse,2,1.0,1,45,45,96.0,Yes,within an hour,38.91811,-77.0123
Brightwood Park,House,6,2.5,3,280,200,100.0,No,within an hour,38.95146,-77.02318000000002
Dupont Circle,Condominium,3,1.0,0,95,0,92.0,No,,38.90647,-77.0454
Columbia Heights,House,1,2.0,1,77,0,93.0,No,within a few hours,38.93376,-77.03073
Shaw,Condominium,2,1.0,1,200,10,100.0,No,within a few hours,38.90886,-77.02996999999998
Shaw,Apartment,6,2.0,2,179,95,89.0,No,within an hour,38.9062,-77.02802
Columbia Heights,Townhouse,7,3.5,3,240,150,100.0,No,within a few hours,38.9339,-77.02935
Dupont Circle,Apartment,2,1.0,0,99,25,99.0,Yes,,38.91519,-77.04181
Shaw,Apartment,3,1.0,1,80,40,92.0,Yes,within an hour,38.90864000000001,-77.03098
Columbia Heights,Condominium,2,1.0,1,100,80,98.0,No,within a few hours,38.92034,-77.03546
Shaw,Apartment,2,1.0,0,88,25,94.0,No,a few days or more,38.9073,-77.03353
Columbia Heights,Apartment,2,1.0,1,80,0,97.0,No,,38.91976,-77.03383000000002
Shaw,Apartment,2,1.0,1,79,20,91.0,No,within an hour,38.90878,-77.02429000000002
Shaw,Apartment,2,1.0,1,150,20,100.0,No,,38.90618,-77.02711
Shaw,Apartment,2,1.0,1,85,20,90.0,No,within an hour,38.91039,-77.02458
Shaw,Apartment,2,1.0,1,79,20,92.0,No,within an hour,38.91045,-77.02289
Capitol Hill,Apartment,2,1.0,1,149,100,97.0,Yes,within an hour,38.88275,-76.98997
Union Station,Apartment,6,1.0,1,95,58,99.0,Yes,within an hour,38.89526,-76.98122
Edgewood,Apartment,3,1.0,1,70,20,97.0,Yes,within an hour,38.91611,-77.00676999999997
Kalorama Heights,Condominium,4,1.0,2,130,70,89.0,No,,38.916,-77.04777
Columbia Heights,Apartment,2,1.0,1,115,30,98.0,Yes,within an hour,38.92443,-77.03588
Union Station,Condominium,2,1.0,1,49,35,96.0,No,,38.89656,-76.9807
Columbia Heights,House,1,1.0,1,60,12,88.0,No,within an hour,38.93666,-77.03241
Capitol Hill,Townhouse,2,1.0,1,85,60,99.0,Yes,within an hour,38.88947,-76.99736999999998
Brightwood Park,Apartment,4,1.0,1,79,68,96.0,Yes,within an hour,38.94803,-77.02449
Union Station,Condominium,4,2.0,2,63,35,98.0,No,,38.89597,-76.98241
Union Station,House,2,1.0,0,75,32,95.0,No,,38.89794000000001,-77.00258000000002
Brightwood Park,Apartment,2,1.0,1,100,100,100.0,No,within an hour,38.96001,-77.03182
Brightwood Park,House,2,1.5,1,200,100,100.0,Yes,within an hour,38.93807,-77.01918
Edgewood,House,4,1.0,1,90,70,95.0,Yes,within an hour,38.91613,-77.00333
Union Station,Apartment,1,1.0,1,150,0,,No,,38.89622,-77.00058
Kalorama Heights,House,2,1.0,1,115,20,96.0,No,,38.91201,-77.04865
Edgewood,House,9,2.5,4,248,350,96.0,No,within a few hours,38.91166,-77.00712
Columbia Heights,Apartment,4,2.0,2,150,25,100.0,Yes,,38.92489000000001,-77.03568
Union Station,Apartment,2,1.0,0,115,50,100.0,Yes,within an hour,38.90214,-76.99629
Dupont Circle,Condominium,2,1.0,1,150,95,99.0,No,within an hour,38.91654000000001,-77.03712
Union Station,Townhouse,2,1.0,1,74,0,100.0,Yes,within an hour,38.8946,-76.99405
Columbia Heights,Townhouse,3,1.5,3,170,0,100.0,No,,38.93211,-77.03515
Edgewood,Apartment,4,1.0,1,150,100,97.0,Yes,within an hour,38.90667,-77.01177
Capitol Hill,Townhouse,6,1.5,2,250,60,91.0,No,within an hour,38.87861,-76.99233000000002
Edgewood,Townhouse,15,3.0,4,350,350,,No,within an hour,38.91644,-77.00389
Union Station,Townhouse,8,2.0,2,200,175,89.0,No,within an hour,38.89858,-76.99262
Edgewood,Townhouse,2,1.0,1,200,0,,No,,38.90715,-77.01415
Shaw,Apartment,4,1.0,2,260,100,96.0,Yes,within an hour,38.91057,-77.02758
Union Station,Townhouse,2,1.0,1,200,0,,No,,38.89788,-76.98675
Brightwood Park,Apartment,2,1.0,1,170,30,100.0,No,within an hour,38.95944,-77.03078000000002
Columbia Heights,Townhouse,1,1.0,1,55,25,92.0,No,within an hour,38.92405,-77.02946999999998
Union Station,House,2,1.0,1,120,30,97.0,Yes,within an hour,38.89323,-76.98858
Capitol Hill,Townhouse,2,1.0,1,75,35,98.0,Yes,,38.87972,-76.98078000000002
Brightwood Park,Apartment,6,2.0,2,149,135,92.0,Yes,within an hour,38.93768,-77.02271999999998
Kalorama Heights,Apartment,6,1.0,2,195,100,91.0,No,within an hour,38.92303,-77.0447
Columbia Heights,House,2,1.0,0,60,0,98.0,No,,38.92833,-77.02471
Brightwood Park,Condominium,6,1.0,2,129,75,94.0,No,,38.94169,-77.01901
Brightwood Park,Apartment,2,1.0,1,110,0,99.0,Yes,within an hour,38.94203,-77.02490999999998
Dupont Circle,Apartment,2,1.0,1,185,60,100.0,No,,38.91334000000001,-77.04516
Union Station,Apartment,4,1.0,2,250,70,95.0,Yes,within an hour,38.90121,-77.00268
Brightwood Park,House,5,2.5,3,200,100,95.0,No,within a day,38.95241,-77.01911
Brightwood Park,House,2,1.0,1,82,50,100.0,No,within a day,38.95044,-77.01907
Union Station,Townhouse,6,1.5,3,139,125,97.0,Yes,within an hour,38.89447,-76.98698
Brightwood Park,Apartment,2,1.0,1,99,0,99.0,Yes,within an hour,38.9442,-77.02452
Brightwood Park,Apartment,4,1.0,1,56,58,97.0,No,,38.938,-77.02834
Dupont Circle,Condominium,3,1.0,0,98,29,99.0,Yes,within an hour,38.90924,-77.03465
Shaw,Condominium,5,1.0,1,109,70,98.0,Yes,within an hour,38.91018,-77.02858
Kalorama Heights,Condominium,2,1.0,1,87,30,100.0,No,,38.92395,-77.04443
Columbia Heights,Condominium,2,1.0,1,67,85,97.0,No,,38.9328,-77.03242
Edgewood,Apartment,2,1.0,1,112,110,98.0,Yes,within an hour,38.91231,-77.0124
Edgewood,Apartment,4,1.0,2,130,75,97.0,Yes,within an hour,38.91368,-77.00471999999998
Edgewood,Apartment,2,1.0,0,95,55,99.0,Yes,within an hour,38.91329,-77.01543000000002
Capitol Hill,Apartment,4,1.0,2,175,115,94.0,No,within an hour,38.88453,-77.00509
Capitol Hill,Apartment,3,1.0,1,175,115,95.0,No,within an hour,38.88716,-77.00368
Capitol Hill,Apartment,5,1.0,2,249,125,98.0,No,within an hour,38.88566,-77.00486
Capitol Hill,Apartment,3,1.0,1,199,115,94.0,No,within an hour,38.88484,-77.00708
Union Station,Condominium,2,1.5,1,150,30,,No,,38.8963,-76.99382
Columbia Heights,Townhouse,2,1.0,1,99,50,100.0,No,within an hour,38.93275,-77.0318
Capitol Hill,Condominium,2,1.0,1,75,30,96.0,Yes,within an hour,38.87787,-76.98414
Kalorama Heights,Apartment,4,1.0,0,95,40,100.0,No,,38.91816,-77.04419
Union Station,House,6,1.5,3,120,140,91.0,No,within an hour,38.90082,-76.98858
Edgewood,Apartment,4,1.0,1,100,49,95.0,No,within an hour,38.91618,-77.00163
Union Station,House,8,2.5,3,200,155,92.0,No,within an hour,38.89398,-76.97708
Union Station,House,8,2.5,3,211,170,97.0,Yes,within an hour,38.89312,-76.97776
Capitol Hill,Apartment,5,1.0,1,120,70,98.0,Yes,within an hour,38.89112,-76.99185
Brightwood Park,Apartment,4,1.0,2,108,100,84.0,No,within an hour,38.9533,-77.01298
Brightwood Park,House,8,3.5,4,125,125,100.0,No,,38.93904000000001,-77.03449
Edgewood,Apartment,6,1.0,2,85,85,95.0,Yes,within an hour,38.91852,-77.01209
Union Station,Apartment,4,1.0,1,108,79,98.0,Yes,within an hour,38.90234,-76.99521
Brightwood Park,Apartment,4,2.0,2,120,150,100.0,No,within an hour,38.96001,-77.03182
Shaw,House,1,1.0,1,60,15,96.0,No,within an hour,38.90659,-77.01688
Columbia Heights,House,3,2.0,1,39,25,93.0,No,within an hour,38.92983,-77.03676999999998
Edgewood,Apartment,4,1.0,1,110,100,90.0,No,within a few hours,38.91166,-77.00712
Shaw,Townhouse,2,1.0,1,100,0,99.0,Yes,within an hour,38.91079000000001,-77.02476999999998
Columbia Heights,Townhouse,6,1.5,3,130,85,91.0,No,within an hour,38.93449,-77.02599000000002
Kalorama Heights,Condominium,2,1.0,1,129,27,99.0,Yes,within an hour,38.91922,-77.04298
Columbia Heights,Apartment,4,1.0,1,139,95,96.0,Yes,within an hour,38.92935,-77.04294
Kalorama Heights,Apartment,2,1.0,1,80,0,98.0,Yes,within an hour,38.92255,-77.03673
Edgewood,Townhouse,6,1.0,3,210,135,98.0,Yes,within an hour,38.92546,-77.00784
Columbia Heights,Townhouse,6,4.0,7,349,75,100.0,No,within an hour,38.92408,-77.02778
Columbia Heights,Townhouse,3,1.0,1,70,15,99.0,Yes,within an hour,38.92956,-77.02009
Kalorama Heights,Apartment,4,1.0,1,130,65,96.0,No,within an hour,38.92237,-77.04278000000002
Kalorama Heights,Apartment,4,1.0,1,135,65,95.0,No,within an hour,38.92061,-77.04185
Kalorama Heights,Apartment,6,1.0,1,160,65,95.0,No,within an hour,38.92025,-77.04183
Kalorama Heights,Apartment,6,1.0,1,140,65,94.0,No,within an hour,38.92155,-77.04208
Capitol Hill,Apartment,4,1.0,1,110,65,96.0,Yes,within an hour,38.88702,-76.98297
Edgewood,House,10,3.5,4,220,180,98.0,Yes,within an hour,38.91678,-77.01308
Capitol Hill,Townhouse,4,2.5,2,250,130,99.0,Yes,within an hour,38.88142,-76.99636
Shaw,Apartment,4,1.0,2,168,73,96.0,No,within an hour,38.90642,-77.01838000000002
Columbia Heights,Apartment,2,1.0,0,90,50,100.0,No,,38.92857,-77.01904
Edgewood,House,12,2.0,3,399,250,93.0,Yes,within an hour,38.91634000000001,-77.01254
Shaw,Apartment,8,1.5,3,95,95,90.0,No,within an hour,38.91064,-77.02842
Shaw,Apartment,6,1.0,3,95,95,88.0,No,within an hour,38.9112,-77.02667
Shaw,Apartment,5,1.5,2,135,95,97.0,Yes,within an hour,38.90959,-77.02936
Union Station,House,1,1.5,1,51,35,94.0,No,,38.90225,-76.99791
Union Station,Apartment,2,1.0,0,125,30,94.0,No,,38.90029000000001,-76.99662
Kalorama Heights,Apartment,6,1.0,2,195,85,98.0,Yes,within an hour,38.9233,-77.04722
Capitol Hill,Apartment,4,1.0,1,142,75,96.0,Yes,within an hour,38.88761,-76.99922
Columbia Heights,Apartment,2,1.0,1,110,60,98.0,Yes,within an hour,38.92551,-77.03031999999997
Shaw,Apartment,6,2.0,2,158,150,92.0,No,within an hour,38.91385,-77.02736999999998
Brightwood Park,Townhouse,2,1.0,1,70,0,98.0,Yes,within an hour,38.94039,-77.01846
Shaw,House,4,2.0,2,180,80,98.0,No,within an hour,38.90663,-77.01872
